Date,Open,High,Low,Close,Adj Close,Volume
2015-08-17,148.374756,149.799240,147.896744,149.435944,113.385139,2353082
2015-08-18,148.671127,149.636703,148.422562,149.149139,113.167511,2111142
2015-08-19,148.326965,148.824097,146.663483,147.170166,111.665962,4399894
2015-08-20,146.022949,147.141495,145.793503,145.946457,110.737457,4196029
2015-08-21,144.837479,146.453156,142.160614,142.304016,107.973747,7700757
2015-08-24,137.160614,141.261948,136.711288,137.160614,104.071182,10658426
2015-08-25,140.478012,140.640533,134.435944,134.761002,102.250450,7398567
2015-08-26,137.753342,140.516251,135.889099,140.248566,106.414169,6508003
2015-08-27,141.969406,142.418732,139.254303,142.007645,107.748871,5205524
2015-08-28,141.252396,141.682602,140.707458,141.472275,107.342628,4263810
2015-08-31,140.898666,141.873810,139.827911,141.386230,107.277374,4281383
2015-09-01,138.537292,138.604202,135.611862,136.405350,103.498108,5514512
2015-09-02,138.374756,138.699814,136.883362,138.671127,105.217285,4447592
2015-09-03,139.627151,141.520081,139.359467,140.325043,106.472198,3769261
2015-09-04,138.212234,139.005737,137.017212,137.380493,104.237999,4394351
2015-09-08,139.445511,140.860428,139.254303,140.755264,106.798630,4114232
2015-09-09,142.198853,142.485657,138.479919,138.671127,105.217285,3564559
2015-09-10,139.435944,140.688339,138.154877,139.770554,106.051468,3620938
2015-09-11,139.493301,141.013382,139.263855,140.889099,106.900154,3258395
2015-09-14,140.889099,140.889099,139.015289,139.244736,105.652496,3375128
2015-09-15,140.152969,141.424469,139.349899,141.042068,107.016220,2842087
2015-09-16,141.338425,142.342255,141.051620,141.883362,107.654587,2927963
2015-09-17,141.587006,143.097519,140.822174,141.625244,107.458702,4187138
2015-09-18,139.627151,139.952194,137.648178,138.154877,104.825577,8342687
2015-09-21,138.996170,140.516251,138.546844,140.038239,106.254570,4000950
2015-09-22,138.260040,138.680695,137.447418,138.078400,104.767540,3728049
2015-09-23,137.868073,138.212234,136.472275,137.342255,104.209000,2797213
2015-09-24,136.328873,138.690247,135.707458,138.059280,104.753029,3431194
2015-09-25,139.149139,139.837479,138.173996,139.024857,105.485672,3634222
2015-09-28,138.068832,138.986618,136.204590,136.252396,103.382057,4515896
2015-09-29,135.745697,136.386230,134.942642,136.204590,103.345795,4982621
2015-09-30,137.370941,139.302109,137.342255,138.594650,105.159233,4127725
2015-10-01,138.919693,139.263855,135.363297,137.275330,104.158195,4059421
2015-10-02,134.847031,138.231354,134.378586,138.221802,104.876335,3194902
2015-10-05,139.407272,143.298279,139.407272,142.485657,108.111572,5367863
2015-10-06,142.504776,143.546844,141.959854,142.237091,107.922951,3156933
2015-10-07,143.441681,144.101334,142.313583,143.489487,108.873215,3117917
2015-10-08,143.107071,146.290634,142.724670,145.583176,110.461830,5014942
2015-10-09,145.755264,146.414917,144.617584,145.688339,110.541641,3693531
2015-10-12,145.697891,145.869980,144.216064,144.493301,109.634857,3376070
2015-10-13,144.149139,144.149139,142.619507,143.040146,108.532265,4095822
2015-10-14,143.021027,144.024857,142.466537,143.412994,108.815178,3507238
2015-10-15,144.273422,144.588913,142.045883,143.489487,108.873215,3636105
2015-10-16,143.833649,144.550674,142.695984,143.776291,109.090843,3643950
2015-10-19,143.260040,143.374756,141.854691,142.657745,108.242142,8320616
2015-10-20,136.223709,136.596558,134.101334,134.455063,102.018326,16762778
2015-10-21,134.082214,136.386230,133.173996,134.722748,102.221436,7312168
2015-10-22,135.506699,138.690247,135.391968,137.753342,104.520905,5840027
2015-10-23,138.250473,139.091782,137.380493,138.317398,104.948898,5617438
2015-10-26,138.384323,138.623322,136.912048,137.342255,104.209000,3649912
2015-10-27,137.198853,137.504776,131.290634,131.797318,100.001755,15698891
2015-10-28,131.854691,135.019119,131.453156,134.636703,102.156143,8902924
2015-10-29,134.187378,134.627151,132.906311,134.369019,101.953041,3881078
2015-10-30,134.263855,135.114716,133.747604,133.919693,101.612091,4167264
2015-11-02,134.321228,134.340347,133.432129,134.196945,101.822479,3998021
2015-11-03,133.862335,136.520081,133.747604,135.640533,102.917801,4549472
2015-11-04,136.281067,136.376678,135.086044,135.401535,102.736443,3678677
2015-11-05,135.382416,136.118546,133.489487,133.738052,101.474281,5331357
2015-11-06,132.504776,133.412994,131.806885,132.170166,101.225311,4963165
2015-11-09,131.854691,132.007645,128.948380,129.359467,99.072693,8447078
2015-11-10,129.407272,129.770554,128.221802,129.512421,99.189835,4728757
2015-11-11,130.105164,130.210327,128.585083,129.082214,98.860352,3310381
2015-11-12,128.776291,128.776291,127.160614,127.189293,97.410637,4917664
2015-11-13,127.103249,127.151054,125.860420,125.956024,96.466095,4826035
2015-11-16,125.994263,128.193115,125.994263,127.829826,97.901184,4383577
2015-11-17,128.317398,128.891006,127.447418,127.934990,97.981735,2944595
2015-11-18,128.862335,129.933075,128.355637,129.847031,99.446106,4340063
2015-11-19,130.219879,131.682602,130.028687,130.726578,100.119720,4972266
2015-11-20,131.328873,132.810699,131.214142,132.409180,101.408394,5414514
2015-11-23,132.437866,132.762909,131.089859,132.370941,101.379105,5374243
2015-11-24,131.596558,133.212234,131.271515,132.504776,101.481590,3564454
2015-11-25,132.284897,132.342255,131.338425,131.931168,101.042282,3387157
2015-11-27,131.931168,132.705551,131.175903,132.370941,101.379105,1480927
2015-11-30,132.514343,133.747604,132.428299,133.288712,102.082001,4754698
2015-12-01,133.441681,135.181641,133.441681,135.066925,103.443886,4388075
2015-12-02,134.732315,135.000000,133.365204,133.556412,102.287018,3896768
2015-12-03,133.938812,134.541107,132.112808,132.810699,101.715904,6181442
2015-12-04,132.017212,134.818359,131.921600,134.254303,102.821510,4781894
2015-12-07,133.996170,134.235184,132.705551,133.412994,102.177170,3430252
2015-12-08,132.198853,132.944550,131.481842,131.978973,101.078941,4084839
2015-12-09,131.338425,133.690247,130.238998,130.602295,100.024536,4827290
2015-12-10,131.003830,131.787766,129.751434,130.764816,100.149010,4416526
2015-12-11,129.282990,129.483749,128.021027,128.652008,98.530891,5579155
2015-12-14,129.359467,130.152969,128.126190,129.952194,99.526657,5380415
2015-12-15,131.357559,132.858505,131.242828,131.730408,100.888535,4433471
2015-12-16,133.001907,133.508606,131.730408,133.164429,101.986816,4545393
2015-12-17,133.221802,133.365204,130.315491,130.736145,100.127068,4277617
2015-12-18,130.411087,130.936905,128.365204,128.967499,98.772507,10487301
2015-12-21,129.856598,129.856598,128.126190,129.541107,99.211823,5875905
2015-12-22,129.904404,132.112808,129.684509,131.864243,100.991043,4459935
2015-12-23,132.217972,133.183563,132.036331,132.447418,101.437683,5402485
2015-12-24,132.342255,132.772461,132.036331,132.170166,101.225311,1563979
2015-12-28,131.682602,131.969406,130.535370,131.558319,100.756737,3287996
2015-12-29,132.170166,133.900574,132.122375,133.632889,102.345573,4125110
2015-12-30,133.441681,134.263855,133.097519,133.212234,102.023445,3126912
2015-12-31,132.954117,132.982788,131.520081,131.567871,100.764069,3621357
2016-01-04,129.636703,129.990433,128.336517,129.971313,99.541298,5469952
2016-01-05,130.745697,130.869980,128.919693,129.875717,99.468063,4105341
2016-01-06,128.470367,129.617584,127.743790,129.225616,98.970177,4509201
2016-01-07,127.820267,129.082214,126.606117,127.017204,97.278816,7348987
2016-01-08,127.323135,127.934990,125.544930,125.841301,96.378235,4981784
2016-01-11,126.013382,127.934990,125.965584,127.370934,97.549728,5203222
2016-01-12,127.772469,127.896751,125.363289,127.055450,97.308136,5312320
2016-01-13,127.629066,128.374756,125.334610,125.401527,96.041435,4916305
2016-01-14,126.128105,127.906311,125.449333,127.065010,97.315422,5972242
2016-01-15,124.292542,125.124283,123.202675,124.311661,95.206734,9422891
2016-01-19,124.388145,126.290634,122.428299,122.476097,93.800911,10438662
2016-01-20,113.250481,118.537285,112.810707,116.500954,89.224739,16901059
2016-01-21,115.965584,119.598473,115.277245,117.504784,89.993546,9258774
2016-01-22,119.187378,119.254303,116.414917,117.112808,89.693344,9663366
2016-01-25,116.730400,118.766731,116.290634,116.711281,89.385826,5696516
2016-01-26,116.873802,118.173996,116.864243,117.198853,89.759224,4830219
2016-01-27,117.332695,117.944550,115.344170,115.640533,88.565758,5257614
2016-01-28,115.927345,117.428299,115.688339,116.845123,89.488327,4123855
2016-01-29,117.858505,119.302101,117.552582,119.302101,91.370056,8627513
2016-02-01,118.929253,119.780113,118.269600,119.340347,91.399353,3739345
2016-02-02,118.231361,118.680687,117.246651,117.533463,90.015480,3438516
2016-02-03,118.537285,119.933075,116.912048,119.235184,91.318787,6509781
2016-02-04,119.579353,122.848946,119.502869,122.036331,93.464119,5508759
2016-02-05,121.625237,122.982796,120.315491,122.915871,94.137726,7507874
2016-02-08,120.458893,121.902489,118.671127,121.395790,93.923233,7702744
2016-02-09,120.573616,121.347992,118.326958,118.613770,91.770775,6231231
2016-02-10,119.502869,119.780113,114.569794,114.904396,88.900879,6766679
2016-02-11,113.556404,114.397705,111.759079,112.667305,87.170052,7643750
2016-02-12,114.015297,115.726578,113.145317,115.717018,89.529602,5163579
2016-02-16,116.472275,117.676865,116.003822,117.342255,90.787025,4248224
2016-02-17,118.269600,121.003822,117.829826,120.554497,93.272316,5042766
2016-02-18,124.282982,128.107071,124.043976,126.625237,97.969208,10409374
2016-02-19,126.539200,127.772469,125.086044,127.227531,98.435204,5361064
2016-02-22,127.227531,128.403442,126.586998,127.887192,98.945595,4662440
2016-02-23,127.284897,127.543022,126.204590,126.577438,97.932220,3597926
2016-02-24,125.764816,127.619499,123.977058,126.959846,98.228104,4312240
2016-02-25,127.428299,128.594650,125.124283,128.585083,99.485542,4558782
2016-02-26,128.594650,128.986618,126.147224,126.223709,97.658546,4587965
2016-02-29,126.195030,127.495216,125.143402,125.267685,96.918892,4631688
2016-03-01,126.424477,128.718933,126.223709,128.460800,99.389397,3962771
2016-03-02,127.820267,131.395798,127.361374,130.305923,100.816948,5457191
2016-03-03,131.185471,131.892929,130.086044,131.739960,101.926437,5393594
2016-03-04,131.491394,133.288712,130.994263,131.739960,101.926437,4150946
2016-03-07,131.242828,134.330780,130.850861,133.986618,103.664688,5408866
2016-03-08,133.565964,134.177826,131.376678,132.954117,102.865837,5835739
2016-03-09,133.183563,135.917786,133.107071,134.235184,103.856987,4609199
2016-03-10,135.028687,135.248566,132.017212,134.024857,103.694267,4205548
2016-03-11,135.497131,136.634796,134.330780,136.099426,105.299362,4625307
2016-03-14,135.764816,136.892929,134.837479,136.500961,105.610001,4235045
2016-03-15,135.506699,137.026764,135.315491,136.673035,105.743149,3878045
2016-03-16,136.347992,138.508606,135.860428,138.422562,107.096718,4416107
2016-03-17,138.412994,140.841293,138.097519,140.573608,108.760971,6089394
2016-03-18,140.917786,141.022949,139.110901,140.621414,108.797989,12645826
2016-03-21,140.822174,142.170166,140.267685,142.093689,109.937073,3892794
2016-03-22,141.548752,142.715103,141.338425,141.587006,109.545067,4269667
2016-03-23,141.491394,141.520081,138.747604,139.005737,107.547935,4983353
2016-03-24,138.604202,141.701721,138.135757,141.443588,109.434082,5276547
2016-03-28,141.252396,142.112808,140.755264,141.873810,109.766937,3415295
2016-03-29,141.099426,143.173996,141.013382,142.762909,110.454849,3282871
2016-03-30,143.355637,143.795410,141.797318,141.883362,109.774353,3484435
2016-03-31,143.202682,146.367111,142.791580,144.789673,112.022934,7092508
2016-04-01,143.891006,146.233276,143.642441,145.812622,112.814362,4106073
2016-04-04,145.640533,146.768646,145.229446,145.382416,112.481537,4112035
2016-04-05,144.770554,144.933075,143.068832,143.403442,110.950417,3490502
2016-04-06,143.307846,143.546844,141.309753,143.422562,110.965202,4387552
2016-04-07,142.514343,143.021027,141.491394,141.730408,109.656021,3831498
2016-04-08,142.504776,143.393875,141.606125,142.782028,110.469620,3445315
2016-04-11,143.652008,145.267685,142.657745,142.686417,110.395653,4023021
2016-04-12,143.030594,143.508606,142.045883,143.049713,110.676743,3761207
2016-04-13,144.120453,144.579346,143.049713,144.579346,111.860207,3314146
2016-04-14,144.837479,146.042068,143.766724,144.512421,111.808441,3322619
2016-04-15,144.397705,145.411087,144.321228,145.047806,112.222656,3825850
2016-04-18,145.047806,146.405350,144.827911,145.822174,112.821793,6884458
2016-04-19,140.028687,140.487579,136.338425,137.667297,106.512375,13796949
2016-04-20,137.896744,140.726578,137.667297,139.684509,108.073090,7064998
2016-04-21,140.133850,143.518158,140.019119,142.734222,110.432640,6294514
2016-04-22,142.868073,144.359467,141.013382,141.969406,109.840874,5430727
2016-04-25,141.644363,142.351822,140.640533,142.265778,110.070213,2979949
2016-04-26,142.112808,143.202682,141.395798,142.523895,110.269920,3116871
2016-04-27,142.782028,144.149139,142.418732,143.852768,111.298065,3254315
2016-04-28,143.164429,143.575531,140.277252,140.602295,108.783180,3965909
2016-04-29,140.047806,140.860428,137.848953,139.521988,107.947357,4420187
2016-05-02,140.114716,140.535370,138.078400,138.881454,107.451790,3663510
2016-05-03,138.288712,138.527725,136.615677,137.791580,106.608536,3749178
2016-05-04,137.055450,138.623322,137.007645,137.906311,106.697311,2695647
2016-05-05,139.531555,140.822174,139.053543,140.028687,108.339378,6800255
2016-05-06,138.489487,141.462708,138.116638,140.812622,109.997292,5121007
2016-05-09,141.204590,141.682602,140.544937,140.860428,110.034653,4500310
2016-05-10,141.720840,143.441681,141.242828,143.374756,111.998749,4176364
2016-05-11,143.126190,144.445511,142.198853,142.399612,111.236969,3235278
2016-05-12,142.648178,142.820267,140.640533,142.294449,111.154869,3398663
2016-05-13,142.246658,143.269592,140.936905,141.223709,110.318420,2508308
2016-05-16,141.156784,143.393875,140.956024,142.887192,111.617859,3210279
2016-05-17,142.648178,142.925430,140.812622,141.491394,110.527519,3651168
2016-05-18,141.481842,141.988525,139.923523,140.860428,110.034653,2605691
2016-05-19,140.038239,140.468445,137.629059,138.556412,108.234833,3855138
2016-05-20,139.302109,141.022949,139.149139,140.774384,109.967430,3840389
2016-05-23,141.118546,141.443588,140.210327,140.315491,109.608971,2200575
2016-05-24,140.420654,142.208420,140.420654,141.787766,110.759018,3064048
2016-05-25,142.380493,145.401535,141.969406,145.019119,113.283249,4555644
2016-05-26,144.885284,145.803055,144.407272,145.736145,113.843369,3203793
2016-05-27,145.650101,146.204590,145.458893,146.118546,114.142059,2570127
2016-05-31,145.850861,147.045883,145.573608,146.978973,114.814217,6105084
2016-06-01,146.271515,146.529633,144.875717,145.803055,113.895630,2785916
2016-06-02,145.879547,146.749527,145.430206,146.749527,114.634964,2764160
2016-06-03,145.697891,146.309753,145.028687,146.166351,114.179428,2435402
2016-06-06,146.357559,147.179733,145.640533,146.013382,114.059937,2488120
2016-06-07,146.567871,147.160614,145.946457,146.587006,114.508026,4670390
2016-06-08,146.778198,147.313583,146.309753,147.227539,115.008362,3070010
2016-06-09,146.195023,146.998093,146.013382,146.673035,114.575218,2114803
2016-06-10,146.070740,146.587006,145.181641,145.669220,113.791077,3264148
2016-06-13,144.961761,145.793503,143.671127,144.627151,112.977058,3776478
2016-06-14,144.627151,145.114716,143.785858,144.416824,112.812775,2997627
2016-06-15,144.799240,145.114716,143.977051,144.053543,112.528984,2364378
2016-06-16,143.585083,144.636703,142.447418,144.416824,112.812775,2561759
2016-06-17,144.321228,146.003830,143.977051,145.305923,113.507286,4878439
2016-06-20,145.889099,147.868073,145.812622,146.854691,114.717125,3736417
2016-06-21,147.380493,147.772461,146.931168,147.275330,115.045738,2887274
2016-06-22,146.988525,147.906311,145.573608,146.195023,114.201813,2964050
2016-06-23,146.701721,148.642441,145.889099,148.518158,116.016556,4151992
2016-06-24,143.374756,143.986618,139.751434,140.143402,109.474541,9500609
2016-06-27,139.751434,140.152969,136.233276,137.189301,107.166893,5248723
2016-06-28,138.412994,139.321228,137.877625,139.292542,108.809868,4181594
2016-06-29,140.057358,141.950287,140.009567,141.931168,110.871056,3522614
2016-06-30,142.313583,145.229446,142.131927,145.105164,113.350464,4149587
2016-07-01,145.105164,146.242828,144.741867,145.650101,113.776138,2780582
2016-07-05,144.541107,145.315491,144.130020,145.009567,113.275795,2578599
2016-07-06,145.172089,145.707458,143.326965,145.669220,113.791077,2687592
2016-07-07,146.032501,146.931168,145.210327,145.889099,113.962845,2236766
2016-07-08,147.227539,147.801147,146.347992,147.667297,115.351898,3180468
2016-07-11,147.801147,149.177826,147.705551,148.499039,116.001602,2964050
2016-07-12,149.139572,150.210327,148.680695,150.133850,117.278679,4020615
2016-07-13,150.812622,151.376678,150.152969,151.070740,118.010529,2872734
2016-07-14,151.826004,154.302109,151.606125,153.231354,119.698318,4850930
2016-07-15,152.868073,152.944550,151.529633,152.753342,119.324928,4682733
2016-07-18,152.294449,153.680695,151.749527,152.829834,119.384682,7039266
2016-07-19,154.665390,155.009567,150.946457,152.562134,119.175560,7447520
2016-07-20,152.934998,154.598465,152.581268,154.263855,120.504868,4577610
2016-07-21,153.680695,154.732315,152.858505,153.393875,119.825272,3680769
2016-07-22,153.709366,155.038239,153.422562,154.942642,121.035133,2636025
2016-07-25,154.875717,155.717010,154.636703,155.497131,121.468269,2933612
2016-07-26,155.497131,156.405350,154.273422,154.990433,121.072433,3027752
2016-07-27,154.990433,155.420654,154.091782,154.713196,120.855873,2262184
2016-07-28,154.282990,154.694077,153.642441,154.273422,120.512360,2448058
2016-07-29,154.263855,154.560226,152.992355,153.556412,119.952255,3710685
2016-08-01,153.585083,154.541107,152.810699,154.349899,120.572067,2953486
2016-08-02,154.177826,154.349899,153.307846,153.518158,119.922379,3222621
2016-08-03,153.087952,153.785858,152.772461,153.604202,119.989563,2993338
2016-08-04,153.785858,154.588913,153.078400,154.445511,120.646790,2603599
2016-08-05,154.875717,156.319305,154.464630,156.309753,122.103058,3987770
2016-08-08,155.573608,156.089859,154.474182,154.913956,122.057854,3179108
2016-08-09,155.086044,155.611862,154.541107,154.655838,121.854477,2863425
2016-08-10,155.057358,155.506699,154.837479,154.952194,122.087944,2580168
2016-08-11,155.114716,157.695984,155.047806,156.338425,123.180199,9171956
2016-08-12,156.013382,156.271515,154.416824,154.827911,121.990067,2660083
2016-08-15,155.258133,155.803055,154.665390,154.761002,121.937340,3107038
2016-08-16,154.024857,154.808792,153.623322,153.632889,121.048477,2311869
2016-08-17,153.891006,154.072662,152.810699,153.384323,120.852669,3374291
2016-08-18,153.814529,154.875717,153.384323,154.263855,121.545616,3819992
2016-08-19,153.766724,153.833649,152.504776,153.001907,120.551346,2944699
2016-08-22,152.963669,153.508606,152.131927,152.963669,120.521194,2133108
2016-08-23,153.279160,154.244736,153.183563,153.212234,120.717064,2968653
2016-08-24,152.858505,153.135757,151.357559,152.055450,119.805626,3813507
2016-08-25,152.007645,152.523895,151.453156,151.653915,119.489250,2693450
2016-08-26,151.892929,153.384323,150.908218,151.357559,119.255737,2613849
2016-08-29,151.845123,153.164429,151.529633,152.695984,120.310303,2589791
2016-08-30,152.734222,153.107071,151.826004,152.390060,120.069252,1896712
2016-08-31,152.638626,152.638626,151.300186,151.892929,119.677544,2430486
2016-09-01,151.357559,152.600388,151.147232,152.523895,120.174713,2466886
2016-09-02,152.848953,153.508606,152.151047,152.533463,120.182236,2421908
2016-09-06,152.848953,153.785858,152.112808,153.298279,120.784843,3131829
2016-09-07,153.145309,154.646271,152.963669,154.531555,121.756569,2999196
2016-09-08,153.489487,154.120453,151.778198,152.007645,119.767937,4145507
2016-09-09,151.080307,151.434036,148.804977,148.843216,117.274666,5424556
2016-09-12,148.432129,151.558319,148.030594,151.328873,119.233139,4568405
2016-09-13,150.697891,150.984711,148.661575,148.957932,117.365028,3803988
2016-09-14,148.852768,149.015289,146.644363,147.275330,116.039337,4038188
2016-09-15,147.514343,149.455063,146.472275,148.814529,117.252068,3813298
2016-09-16,148.221802,148.565964,146.720840,147.074570,115.881149,6760926
2016-09-19,148.059280,149.321228,147.753342,148.059280,116.657013,2562805
2016-09-20,149.015289,149.684509,147.657745,147.657745,116.340630,2258419
2016-09-21,148.097519,148.833649,147.103256,148.690247,117.154144,2587699
2016-09-22,149.282990,150.305923,148.843216,149.244736,117.591019,2814891
2016-09-23,148.776291,149.177826,147.906311,148.164429,116.739830,2826501
2016-09-26,147.667297,147.667297,146.711288,147.208420,115.986618,2649832
2016-09-27,147.533463,149.875717,147.045883,149.875717,118.088196,3124611
2016-09-28,150.086044,151.653915,149.359467,151.328873,119.233139,3462260
2016-09-29,151.653915,157.743790,150.535370,151.156784,119.097557,3530041
2016-09-30,151.912048,152.810699,151.108994,151.864243,119.654953,3762357
2016-10-03,151.108994,151.405350,150.114716,150.678772,118.720901,2330279
2016-10-04,150.736145,151.558319,148.967499,149.579346,117.854691,3016769
2016-10-05,150.162521,150.889099,149.827911,150.172089,118.321709,1761987
2016-10-06,149.942642,150.506699,149.034424,149.980881,118.171043,2039805
2016-10-07,150.229446,150.764816,148.049713,148.824097,117.259613,2794807
2016-10-10,149.818359,151.520081,149.770554,150.114716,118.276505,2595440
2016-10-11,149.837479,150.047806,147.122375,147.982788,116.596748,3034760
2016-10-12,148.154877,148.154877,146.347992,147.504776,116.220116,3100344
2016-10-13,146.940720,147.437866,145.573608,146.959854,115.790756,3043755
2016-10-14,147.676865,148.690247,147.313583,147.657745,116.340630,4558677
2016-10-17,147.657745,149.034424,147.552582,147.963669,116.581665,6161358
2016-10-18,143.422562,144.359467,141.290634,144.091782,113.530983,13358048
2016-10-19,144.617584,145.745697,144.196945,144.608032,113.937737,4846013
2016-10-20,144.627151,146.175903,144.378586,144.856598,114.133591,4208163
2016-10-21,143.957932,144.502869,142.982788,143.049713,112.709930,4617253
2016-10-24,143.785858,144.856598,143.785858,143.948380,113.417999,2789368
2016-10-25,143.948380,144.512421,143.240921,144.244736,113.651505,2769285
2016-10-26,144.082214,146.214142,143.652008,145.133850,114.352043,2941038
2016-10-27,146.099426,147.284897,145.334610,146.606125,115.512039,4423848
2016-10-28,147.275330,147.648178,145.487579,145.898666,114.954651,3822607
2016-10-31,146.042068,147.543015,146.042068,146.931168,115.768150,3716647
2016-11-01,146.749527,147.141495,145.066925,146.070740,115.090218,3338727
2016-11-02,145.774384,146.606125,145.000000,145.267685,114.457497,3215822
2016-11-03,145.803055,146.978973,145.124283,145.669220,114.773857,3011225
2016-11-04,145.697891,146.883362,145.191208,145.726578,114.819061,2584038
2016-11-07,147.217972,149.244736,147.074570,148.871887,117.297256,3979925
2016-11-08,147.762909,149.072662,146.328873,148.346085,117.943336,4102307
2016-11-09,146.233276,148.718933,144.359467,148.001907,117.669716,5652270
2016-11-10,150.726578,154.072662,150.659653,153.173996,121.781792,8070727
2016-11-11,152.934998,154.244736,152.323135,154.177826,122.579880,4651144
2016-11-14,154.158707,154.741867,150.650101,151.252396,120.254013,5435539
2016-11-15,151.453156,152.151047,150.621414,151.692154,120.603676,3636942
2016-11-16,151.491394,152.533463,151.080307,152.284897,121.074921,2356429
2016-11-17,152.217972,152.896744,151.864243,152.772461,121.462547,2365215
2016-11-18,152.772461,153.652008,152.208420,153.336517,121.911011,3118754
2016-11-21,153.623322,155.831741,153.317398,155.611862,123.720001,4850407
2016-11-22,155.831741,155.831741,154.827911,155.516251,123.644028,2898257
2016-11-23,154.818359,155.238998,154.263855,154.856598,123.119583,2356324
2016-11-25,154.713196,156.013382,154.713196,155.965576,124.001259,1679144
2016-11-28,156.022949,157.418732,155.544937,157.284897,125.050194,4654072
2016-11-29,156.787766,157.179733,155.860428,156.338425,124.297691,3293017
2016-11-30,156.166351,156.596558,155.076477,155.086044,123.301971,4600099
2016-12-01,154.827911,155.066925,151.338425,152.791580,121.477745,4848942
2016-12-02,152.007645,153.240921,151.443588,152.982788,121.629761,2866981
2016-12-05,153.776291,154.063095,152.571701,152.810699,121.492966,3605667
2016-12-06,153.087952,153.718933,151.940720,153.298279,121.880608,2990514
2016-12-07,153.537292,157.915863,153.336517,157.543015,125.255402,4639115
2016-12-08,157.619507,158.699814,156.998093,158.087952,125.688660,3416654
2016-12-09,157.915863,159.388138,157.361374,159.196945,126.570374,3291657
2016-12-12,159.388138,159.455063,157.810699,158.221802,125.795090,3548346
2016-12-13,158.393875,162.476105,158.393875,160.889099,127.915726,6205186
2016-12-14,160.965576,162.418732,160.086044,161.099426,128.082962,4313913
2016-12-15,160.621414,162.380493,160.401535,160.630981,127.710526,3544476
2016-12-16,161.539200,161.673035,158.757172,159.397705,126.730026,7448148
2016-12-19,159.493301,159.904404,158.699814,159.349899,126.691986,3091871
2016-12-20,160.124283,160.850861,159.130020,160.229446,127.391273,2274632
2016-12-21,158.938812,160.554489,157.982788,159.971313,127.186035,3740182
2016-12-22,160.000000,160.831741,159.254303,159.713196,126.980858,2931520
2016-12-23,159.655838,160.124283,159.130020,159.378586,126.714821,1779455
2016-12-27,159.636703,160.592728,159.512421,159.789673,127.041641,1461785
2016-12-28,159.933075,160.363297,158.699814,158.881454,126.319534,1838345
2016-12-29,158.718933,159.646271,158.699814,159.273422,126.631195,1740021
2016-12-30,159.120453,159.369019,158.221802,158.690247,126.167534,3088629
2017-01-03,159.655838,160.487579,158.709366,159.837479,127.079620,3069278
2017-01-04,160.391968,162.399612,160.000000,161.816437,128.653015,3536944
2017-01-05,161.806885,161.940720,159.904404,161.281067,128.227371,2805686
2017-01-06,161.271515,162.447418,160.152969,162.074570,128.858231,3080993
2017-01-09,162.017212,162.332703,160.248566,160.277252,127.429276,3336635
2017-01-10,160.592728,160.697891,158.068832,158.240921,125.810287,4308160
2017-01-11,158.747604,160.382416,158.317398,160.372849,127.505302,3765077
2017-01-12,160.391968,160.621414,158.279160,160.564056,127.657295,3062165
2017-01-13,160.583176,161.070740,159.541107,159.980881,127.193634,3007668
2017-01-17,159.359467,160.783936,158.814529,160.506699,127.611717,3468222
2017-01-18,160.086044,161.175903,159.359467,159.464630,126.783218,4192159
2017-01-19,159.617584,160.086044,158.508606,159.474182,126.790817,7283716
2017-01-20,160.430206,163.135757,158.699814,163.049713,129.633530,13273740
2017-01-23,162.600388,163.718933,162.533463,163.508606,129.998398,5730197
2017-01-24,163.824097,168.260040,163.632889,168.164429,133.700027,7272210
2017-01-25,168.508606,171.367111,168.384323,170.449326,135.516602,6194935
2017-01-26,170.229446,171.013382,169.703629,170.803055,135.797867,3204839
2017-01-27,170.621414,171.319305,169.502869,169.502869,134.764175,3642486
2017-01-30,169.196945,169.282990,166.902481,168.068832,133.624023,4283161
2017-01-31,167.351822,167.858505,165.975143,166.845123,132.651077,4329394
2017-02-01,167.304016,167.973236,165.286804,166.625244,132.476257,2924302
2017-02-02,166.567871,167.275330,165.917786,166.902481,132.696686,2741043
2017-02-03,167.304016,168.585083,167.198853,168.087952,133.639206,3461528
2017-02-06,167.600388,168.240921,166.711288,168.126190,133.669586,2772737
2017-02-07,168.260040,170.764816,168.164429,170.611862,135.645874,4051681
2017-02-08,169.694077,169.694077,168.145309,168.422562,134.964020,3047103
2017-02-09,168.422562,169.980881,168.173996,169.416824,135.760757,3232872
2017-02-10,169.569794,171.003830,168.986618,170.822174,136.886932,3065512
2017-02-13,171.357559,171.988525,170.975143,171.472275,137.407898,3235696
2017-02-14,170.717010,172.208420,170.506699,172.208420,137.997818,2904219
2017-02-15,172.275330,173.919693,171.902481,173.690247,139.185211,3048358
2017-02-16,173.470367,174.751434,172.915863,173.451248,138.993698,3401069
2017-02-17,173.279160,173.585083,172.084137,172.724670,138.411499,3715915
2017-02-21,172.657745,172.839386,171.242828,172.332703,138.097412,4686394
2017-02-22,172.170166,173.365204,172.170166,173.183563,138.779236,3159443
2017-02-23,173.996170,174.474182,172.963669,173.661575,139.162262,2387495
2017-02-24,172.284897,173.508606,171.978973,173.374756,138.932419,3451905
2017-02-27,173.221802,173.279160,171.395798,171.510513,137.438553,3861100
2017-02-28,171.491394,172.686417,171.462708,171.912048,137.760300,3423976
2017-03-01,172.543015,174.521988,172.112808,173.948380,139.392105,3143858
